id_cliente,ano_nascimento,nivel_educacao,estado_civil,criancas_ate_dez_anos,criancas_mais_dez_anos,data_entrada,resposta_campanha,renda_anual,idade,ultima_transancao,total_vinho,total_frutas,total_carnes,total_peixes,total_doces,total_outros,total_compras,data_transacao,lugar_transacao,,frequencia
9284,1958,Grado o superior,Unión de hecho,0,1,2021-06-08,0,53977,66,13/11/2022,620,16,165,0,24,82,907,44355,en línea,,17
6237,1966,Posgrado,Soltero,0,2,2021-12-07,0,7144,58,21/12/2022,81,4,33,5,2,291,416,44537,en línea,,24
3130,1964,Grado o superior,Soltero,1,1,2021-06-04,0,18701,60,25/3/2022,12,4,2,10,6,10,44,44351,en línea,,6
1619,1956,Grado o superior,Casado,0,0,2022-04-28,1,90369,68,19/11/2022,292,51,981,224,23,17,1588,44679,en línea,,10
1990,1974,Posgrado,Soltero,0,0,2020-11-05,0,63159,50,5/4/2022,965,34,586,89,86,37,1797,44140,en línea,,11
5513,1966,Grado o superior,Unión de hecho,1,1,2020-10-04,0,37758,58,11/4/2022,27,2,10,0,0,1,40,44108,en línea,,4
269,1963,Posgrado,Soltero,0,1,2020-11-16,0,46757,61,3/1/2022,777,30,163,0,51,122,1143,44151,en línea,,11
8093,1969,Posgrado,Casado,0,0,2022-06-28,0,79734,55,2/12/2022,572,8,232,23,62,17,914,44740,en línea,,10
10513,1992,Grado o superior,Unión de hecho,0,0,2021-01-20,0,63207,32,19/5/2022,438,169,565,91,169,70,1502,44216,en línea,,8
10177,1954,Grado o superior,Divorciado,0,1,2021-02-14,0,72071,70,15/5/2022,531,69,300,150,138,150,1338,44241,en línea,,13
2549,1983,Posgrado,Unión de hecho,1,0,2021-07-21,0,21840,41,26/8/2022,17,0,9,0,0,1,27,44398,en línea,,4
5782,1982,Secundaria,Unión de hecho,0,1,2021-09-28,0,58582,42,1/11/2022,402,35,106,101,77,42,763,44467,en línea,,18
10057,1951,Grado o superior,Soltero,0,0,2021-07-19,1,72282,73,26/11/2022,503,27,419,90,139,153,1331,44396,en línea,,14
10307,1956,Grado o superior,Casado,0,2,2021-08-31,0,50387,68,19/10/2022,369,9,87,12,14,34,525,44439,en línea,,14
8566,1961,Posgrado,Unión de hecho,1,1,2022-06-15,0,32583,63,20/7/2022,5,0,3,0,0,1,9,44727,en línea,,3
2415,1962,Grado o superior,Unión de hecho,0,1,2022-04-07,0,62568,62,28/12/2022,362,17,398,80,35,61,953,44658,en línea,,10
5684,1971,Posgrado,Divorciado,1,1,2021-10-11,0,44635,53,12/10/2022,56,0,9,0,0,3,68,44480,en línea,,5
8334,1971,Posgrado,Soltero,1,1,2021-10-04,0,33316,53,16/5/2022,79,1,31,4,4,12,131,44473,en línea,,6
9166,1968,Grado o superior,Casado,0,1,2021-08-09,0,63967,56,13/12/2022,387,84,141,73,35,162,882,44417,en línea,,16
1440,1978,Secundaria,Unión de hecho,0,0,2020-09-04,0,52513,46,23/6/2022,367,17,241,104,188,232,1149,44078,en línea,,18
78,1969,Grado o superior,Casado,1,0,2021-09-15,0,25293,55,1/11/2021,15,0,11,0,2,9,37,44454,en línea,,3
5441,1965,Posgrado,Viuda/Viudo,0,1,2021-08-25,0,54111,59,6/8/2022,267,6,54,8,3,50,388,44433,en línea,,11
5302,1986,Grado o superior,Unión de hecho,0,0,2021-02-15,1,78394,38,17/12/2022,298,27,697,216,24,166,1428,44242,en línea,,9
4687,1958,Posgrado,Casado,0,0,2021-05-23,0,80739,66,23/11/2022,674,92,736,39,0,92,1633,44339,en línea,,12
1087,1975,Posgrado,Unión de hecho,1,0,2021-05-22,1,22669,49,5/5/2022,16,14,36,37,22,48,173,44338,en línea,,6
6859,1987,Grado o superior,Soltero,1,0,2021-10-08,0,29236,37,25/6/2022,37,4,24,16,9,9,99,44477,en línea,,7
9860,1959,Grado o superior,Unión de hecho,0,1,2021-03-15,0,44911,65,20/5/2022,159,0,22,2,1,31,215,44270,en línea,,8
7129,1962,Posgrado,Casado,0,1,2021-02-17,0,54693,62,10/10/2022,686,17,142,23,26,35,929,44244,en línea,,19
5866,1974,Grado o superior,Unión de hecho,1,0,2022-03-20,0,48186,50,6/10/2022,97,3,66,12,7,34,219,44640,en línea,,8
10521,1977,Grado o superior,Casado,1,1,2021-09-11,1,54809,47,15/8/2022,63,6,57,13,13,22,174,44450,en línea,,7
7393,1978,Grado o superior,Unión de hecho,1,1,2020-12-10,0,41580,46,21/12/2021,56,5,24,4,0,3,92,44175,en línea,,5
7849,1970,Posgrado,Casado,0,0,2021-09-09,0,80336,54,28/10/2022,209,19,456,160,142,66,1052,44448,en línea,,15
332,1957,Grado o superior,Casado,0,1,2021-03-22,0,47743,67,21/7/2022,198,2,43,0,12,20,275,44277,en línea,,10
9847,1955,Secundaria,Casado,0,1,2020-08-03,0,62972,69,18/5/2022,313,15,47,20,0,192,587,44046,en línea,,10
531,1954,Posgrado,Divorciado,0,1,2020-09-22,1,57333,70,29/11/2022,941,14,397,76,58,176,1662,44096,en línea,,17
9576,1982,Posgrado,Unión de hecho,1,0,2021-02-11,0,32313,42,27/11/2021,86,4,56,2,4,7,159,44238,en línea,,8
6906,1953,Posgrado,Viuda/Viudo,0,0,2021-06-03,1,84953,71,25/4/2022,167,48,602,63,72,72,1024,44350,en línea,,7
7419,1968,Posgrado,Divorciado,1,0,2022-04-23,0,27071,56,14/12/2022,8,3,19,0,2,3,35,44674,en línea,,5
3170,1957,Posgrado,Unión de hecho,0,0,2021-08-31,0,68148,67,10/5/2022,389,66,408,37,57,85,1042,44439,en línea,,10
8527,1965,Posgrado,Unión de hecho,1,1,2021-12-07,0,65735,59,30/12/2022,239,7,119,4,15,11,395,44537,en línea,,12
7872,1975,Posgrado,Casado,0,0,2020-09-12,1,86836,49,21/7/2022,179,21,273,0,21,63,557,44086,en línea,,12
9931,1963,Posgrado,Casado,1,1,2022-06-23,0,4023,61,,5,0,1,1,1,1,9,,,,0
10595,1990,Grado o superior,Casado,0,0,2021-07-08,0,30093,34,29/1/2022,2,6,28,13,4,16,69,44385,en línea,,5
4609,1966,Posgrado,Casado,0,1,2022-01-11,0,57705,58,18/12/2022,383,0,53,6,4,40,486,44572,en línea,,14
5010,1988,Grado o superior,Soltero,1,0,2022-02-02,0,25008,36,22/10/2022,2,8,8,6,1,9,34,44594,en línea,,4
4427,1995,Secundaria,Soltero,0,0,2020-09-18,1,83257,29,26/8/2022,536,27,590,38,107,67,1365,44092,en línea,,17
11148,1975,Grado o superior,Unión de hecho,1,0,2021-05-19,0,22280,49,27/2/2022,2,1,4,3,1,2,13,44335,en línea,,3
1168,1978,Posgrado,Casado,0,0,2020-10-29,0,72159,46,1/9/2022,322,53,899,34,40,53,1401,44133,en línea,,14
9595,1961,Grado o superior,Unión de hecho,0,0,2021-01-11,1,64260,63,6/6/2022,539,169,816,20,0,30,1574,44207,en línea,,8
10163,1984,Posgrado,Soltero,0,0,2021-09-10,1,82733,40,17/2/2022,712,50,420,65,38,38,1323,44449,en línea,,15
2886,1971,Posgrado,Divorciado,0,1,2021-08-12,0,74290,53,20/11/2022,1121,0,72,0,12,12,1217,44420,en línea,,20
6710,1951,Posgrado,Soltero,2,1,2020-11-17,0,58217,73,6/12/2021,68,1,13,3,5,13,103,44152,en línea,,6
5316,1976,Posgrado,Unión de hecho,0,0,2021-07-04,0,21024,48,7/12/2021,36,4,18,6,2,18,84,44381,en línea,,6
9029,1972,Posgrado,Casado,0,0,2021-01-26,0,70116,52,18/7/2022,707,44,603,95,58,29,1536,44222,en línea,,14
521,1985,Grado o superior,Unión de hecho,1,0,2020-09-18,0,54006,39,23/10/2022,174,77,203,6,24,97,581,44092,en línea,,15
1459,1966,Posgrado,Casado,0,1,2020-11-07,0,69063,58,13/7/2022,666,35,124,69,8,26,928,44142,en línea,,10
10241,1975,Secundaria,Divorciado,0,0,2021-12-15,0,11448,49,21/8/2022,0,0,0,6,2,6,14,44545,en línea,,3
1630,1979,Grado o superior,Soltero,0,1,2021-08-07,0,61825,45,28/8/2022,162,50,100,55,30,27,424,44415,en línea,,12
3254,1971,Grado o superior,Casado,1,0,2021-10-14,0,70886,53,15/4/2022,407,70,239,103,88,53,960,44483,en línea,,9
9064,1982,Grado o superior,Casado,0,0,2020-11-09,1,69109,42,21/10/2022,823,25,459,124,29,95,1555,44144,en línea,,13
3678,1973,Grado o superior,Viuda/Viudo,1,1,2020-10-07,1,60208,51,30/5/2022,488,23,71,15,0,59,656,44111,en línea,,15
4227,1968,Posgrado,Unión de hecho,1,1,2021-09-06,0,32889,56,18/6/2022,28,0,13,4,2,8,55,44445,en línea,,5
9467,1984,Grado o superior,Soltero,1,0,2022-05-11,0,34738,40,3/12/2022,3,2,10,3,0,2,20,44692,en línea,,4
8486,1971,Posgrado,Unión de hecho,1,0,2020-10-01,0,30538,53,9/7/2021,284,0,52,8,3,20,367,44105,en línea,,13
2186,1977,Secundaria,Unión de hecho,0,0,2022-03-10,1,82326,47,20/12/2022,938,142,754,159,81,183,2257,44630,en línea,,11
3286,1967,Posgrado,Divorciado,1,0,2022-03-01,0,26642,57,15/10/2022,13,2,15,2,2,8,42,44621,en línea,,5
8602,1964,Grado o superior,Divorciado,0,1,2021-06-12,0,69932,60,7/7/2022,412,172,153,150,105,57,1049,44359,en línea,,18
3722,1972,Grado o superior,Soltero,1,1,2022-04-16,0,44503,52,1/12/2022,31,1,8,0,0,8,48,44667,en línea,,5
6715,1948,Posgrado,Soltero,0,1,2021-01-02,0,60200,76,29/10/2022,502,19,132,0,6,26,685,44198,en línea,,17
4796,1952,Grado o superior,Divorciado,0,1,2022-04-19,0,49638,72,5/10/2022,18,10,3,3,5,0,39,44670,en línea,,4
9612,1987,Secundaria,Soltero,0,0,2022-02-07,0,23830,37,14/9/2022,1,8,6,4,8,16,43,44599,en línea,,4
3766,1959,Posgrado,Viuda/Viudo,0,0,2020-08-16,1,33051,65,12/10/2022,100,71,243,108,94,219,835,44059,en línea,,17
1399,1958,Grado o superior,Casado,0,0,2022-01-21,0,72905,66,30/12/2022,407,114,445,181,165,203,1515,44582,en línea,,12
1570,1951,Posgrado,Unión de hecho,0,1,2021-02-19,0,69702,73,22/8/2022,664,9,240,50,19,57,1039,44246,en línea,,17
3426,1975,Grado o superior,Divorciado,1,0,2021-07-15,0,70300,49,21/10/2022,1045,61,338,60,46,46,1596,44392,en línea,,18
3074,1984,Posgrado,Casado,0,0,2020-10-15,1,70643,40,12/3/2022,1218,107,304,23,143,33,1828,44119,en línea,,9
8341,1969,Posgrado,Casado,1,0,2022-04-30,1,30396,55,6/11/2022,15,0,6,0,1,12,34,44681,en línea,,3
5180,1968,Posgrado,Divorciado,0,1,2022-04-18,0,50616,56,30/12/2022,128,0,16,0,1,4,149,44669,en línea,,8
6461,1969,Posgrado,Soltero,0,1,2021-05-19,0,62772,55,10/5/2022,581,49,157,43,8,108,946,44335,en línea,,16
7679,1985,Posgrado,Soltero,0,0,2022-05-19,0,30298,39,16/11/2022,6,3,12,6,1,0,28,44700,en línea,,4
10702,1984,Grado o superior,Soltero,1,0,2020-11-03,0,52413,40,1/6/2022,185,8,133,56,56,12,450,44138,en línea,,14
7505,1957,Posgrado,Casado,1,1,2022-01-19,0,44155,67,5/11/2022,22,1,9,0,0,14,46,44580,en línea,,3
5113,1971,Posgrado,Divorciado,0,0,2021-11-07,1,86979,53,23/12/2022,584,100,835,65,83,35,1702,44507,en línea,,10
10858,1975,Grado o superior,Unión de hecho,1,1,2021-09-09,0,76532,49,5/9/2022,355,30,177,90,138,30,820,44448,en línea,,16
2961,1982,Grado o superior,Casado,1,0,2021-02-26,0,42081,42,21/5/2022,175,10,110,54,6,27,382,44253,en línea,,10
2747,1988,Posgrado,Casado,0,0,2020-08-31,0,67546,36,23/7/2022,864,134,768,150,38,172,2126,44074,en línea,,9
3010,1989,Posgrado,Unión de hecho,0,0,2022-05-02,0,88420,35,23/10/2022,957,153,612,99,95,153,2069,44683,en línea,,12
5790,1985,Grado o superior,Casado,1,0,2021-01-27,0,31158,39,29/12/2021,25,6,16,20,0,5,72,44223,en línea,,5
6892,1968,Grado o superior,Divorciado,0,1,2022-06-03,0,61671,56,21/12/2022,641,7,56,0,0,28,732,44715,en línea,,16
1743,1974,Grado o superior,Soltero,0,0,2022-05-26,0,69719,50,10/12/2022,273,86,208,177,14,43,801,44707,en línea,,7
3578,1949,Grado o superior,Divorciado,0,1,2021-10-20,0,49160,75,31/10/2022,122,21,43,25,10,15,236,44489,en línea,,9
8462,1978,Secundaria,Unión de hecho,1,0,2020-09-09,0,24882,46,15/1/2022,1,4,10,29,0,36,80,44083,en línea,,3
5558,1954,Posgrado,Soltero,0,0,2022-03-31,0,90933,70,24/12/2022,1020,31,430,62,63,79,1685,44651,en línea,,8
4619,1945,Posgrado,Soltero,0,0,2022-05-28,0,113734,79,30/12/2022,6,2,3,1,262,3,277,44709,en línea,,27
8780,1950,Posgrado,Unión de hecho,0,1,2021-06-13,0,59292,74,1/8/2022,378,14,68,19,14,14,507,44360,en línea,,11
10789,1964,Posgrado,Casado,1,1,2021-02-23,0,45759,60,21/1/2022,42,1,18,3,0,4,68,44250,en línea,,5
10779,1983,Grado o superior,Soltero,0,0,2022-04-13,0,22148,41,6/8/2022,15,5,14,0,4,11,49,44664,en línea,,4
5896,1987,Posgrado,Casado,0,0,2022-03-18,0,73395,37,22/12/2022,272,7,80,20,7,11,397,44638,en línea,,10
2337,1971,Grado o superior,Divorciado,1,0,2021-10-24,0,29819,53,6/7/2022,9,1,24,2,1,2,39,44493,en línea,,6
10951,1968,Grado o superior,Casado,0,1,2022-01-25,0,45688,56,27/8/2022,279,0,18,0,0,9,306,44586,en línea,,11
544,1954,Grado o superior,Casado,0,0,2021-05-11,0,62820,70,18/8/2022,398,61,265,138,61,53,976,44327,en línea,,9
17,1971,Posgrado,Casado,0,1,2021-09-06,0,60491,53,18/7/2022,637,47,237,12,19,76,1028,44445,en línea,,13
10680,1986,Grado o superior,Unión de hecho,1,0,2022-02-05,0,33235,38,19/12/2022,45,0,16,2,1,6,70,44597,en línea,,6
3265,1959,Grado o superior,Casado,0,0,2021-03-19,0,35701,65,4/5/2022,21,1,9,7,3,5,46,44274,en línea,,4
5623,1980,Posgrado,Casado,1,0,2021-09-26,0,31535,44,14/3/2022,15,4,13,0,0,19,51,44465,en línea,,3
5832,1960,Secundaria,Unión de hecho,0,0,2022-04-20,0,92556,64,6/12/2022,493,183,352,184,23,28,1263,44671,en línea,,16
5544,1970,Grado o superior,Soltero,0,1,2020-11-10,0,67384,54,16/11/2021,957,40,175,158,53,107,1490,44145,en línea,,12
6417,1971,Posgrado,Unión de hecho,0,0,2020-10-14,0,80573,53,28/4/2022,829,138,430,60,92,15,1564,44118,en línea,,17
5831,1967,Grado o superior,Casado,0,1,2020-08-22,1,77870,57,25/4/2022,1017,50,500,65,50,133,1815,44065,en línea,,10
7101,1963,Posgrado,Viuda/Viudo,0,1,2021-01-25,0,52278,61,14/9/2022,953,0,71,0,0,174,1198,44221,en línea,,20
10176,1968,Grado o superior,Soltero,0,1,2020-08-24,1,57107,56,27/9/2022,159,0,120,0,0,137,416,44067,en línea,,12
2326,1990,Grado o superior,Casado,0,0,2021-02-16,0,18929,34,7/4/2022,32,0,8,23,4,18,85,44243,en línea,,5
4385,1981,Posgrado,Soltero,1,0,2021-05-31,0,36038,43,31/1/2022,23,0,15,0,2,7,47,44347,en línea,,6
2929,1976,Grado o superior,Soltero,0,0,2021-02-20,0,20180,48,9/11/2021,18,42,24,15,20,18,137,44247,en línea,,6
10686,1965,Posgrado,Unión de hecho,1,1,2020-12-26,0,34230,59,18/4/2021,15,0,4,0,0,2,21,44191,en línea,,3
2546,1977,Secundaria,Soltero,0,1,2022-06-22,0,31878,47,5/12/2022,23,4,5,10,5,23,70,44734,en línea,,5
3283,1972,Secundaria,Casado,0,1,2022-01-19,0,70932,52,19/11/2022,200,193,100,46,185,185,909,44580,en línea,,18
3138,1956,Grado o superior,Soltero,0,0,2020-10-20,1,91249,68,6/6/2022,1324,27,119,71,108,27,1676,44124,en línea,,13
4994,1943,Posgrado,Soltero,0,0,2021-10-01,0,77598,81,12/10/2022,1193,33,281,129,66,33,1735,44470,en línea,,20
7966,1959,Grado o superior,Soltero,1,1,2021-01-08,0,80982,65,24/11/2022,505,137,401,104,22,22,1191,44204,en línea,,22
3112,1977,Posgrado,Casado,1,0,2021-09-05,0,22701,47,3/2/2022,2,4,9,0,4,5,24,44444,en línea,,4
10872,1969,Posgrado,Casado,0,1,2020-11-23,0,55212,55,25/7/2022,1103,0,45,0,0,34,1182,44158,en línea,,15
2181,1970,Grado o superior,Casado,0,0,2021-06-23,0,70617,54,31/5/2022,353,61,753,40,46,27,1280,44370,en línea,,10
1867,1957,Grado o superior,Soltero,0,0,2020-11-13,1,64849,67,21/4/2022,652,48,350,94,84,108,1336,44148,en línea,,15
1518,1965,Posgrado,Casado,1,1,2021-06-17,0,62694,59,22/8/2022,379,6,157,25,91,91,749,44364,en línea,,16
5734,1974,Posgrado,Casado,1,1,2021-11-20,0,61917,50,28/9/2022,46,4,36,2,2,1,91,44520,en línea,,6
2878,1947,Posgrado,Casado,0,1,2021-09-28,0,67472,77,27/7/2022,162,31,127,8,17,69,414,44467,en línea,,11
1458,1982,Posgrado,Casado,1,0,2022-01-07,0,21059,42,12/12/2022,8,3,19,3,3,8,44,44568,en línea,,6
7007,1968,Posgrado,Casado,2,0,2022-04-01,0,29543,56,18/10/2022,17,3,18,3,4,18,63,44652,en línea,,5
6200,1951,Grado o superior,Casado,0,1,2021-04-08,0,75903,73,17/7/2022,340,108,185,130,38,100,901,44294,en línea,,15
1403,1975,Secundaria,Unión de hecho,1,1,2020-09-06,0,34984,49,8/10/2021,8,4,15,3,5,3,38,44080,en línea,,4
4827,1956,Posgrado,Soltero,0,1,2021-03-10,1,54998,68,6/2/2022,154,22,202,39,30,8,455,44265,en línea,,13
6250,1949,Posgrado,Viuda/Viudo,0,1,2020-11-19,1,54356,75,15/9/2022,710,15,30,20,0,0,775,44154,en línea,,19
9291,1959,Posgrado,Casado,0,1,2022-03-23,0,34242,65,23/4/2022,8,2,4,0,0,1,15,44643,tienda,,3
2478,1973,Grado o superior,Casado,1,0,2021-08-31,0,25410,51,9/7/2022,2,2,4,13,13,4,38,44439,en línea,,5
1139,1984,Posgrado,Casado,0,0,2022-02-06,1,73356,40,7/10/2022,1050,14,322,0,14,112,1512,44598,en línea,,10
5138,1950,Grado o superior,Unión de hecho,0,1,2021-01-14,0,28320,74,24/7/2022,19,1,14,3,2,4,43,44210,en línea,,4
5393,1977,Grado o superior,Soltero,1,0,2020-08-07,0,23763,47,25/8/2021,22,0,6,6,2,6,42,44050,en línea,,4
10413,1984,Grado o superior,Casado,0,0,2022-04-25,0,72570,40,10/11/2022,274,83,216,151,141,224,1089,44676,en línea,,16
5015,1976,Posgrado,Casado,1,0,2020-09-14,0,34529,48,31/5/2021,68,6,38,3,6,41,162,44088,en línea,,5
10868,1951,Grado o superior,Viuda/Viudo,0,0,2021-02-06,0,70792,73,9/11/2022,344,45,654,104,11,114,1272,44233,en línea,,13
10676,1982,Grado o superior,Casado,0,0,2020-11-02,1,63211,42,30/7/2022,145,193,459,205,26,145,1173,44137,en línea,,10
2495,1974,Posgrado,Casado,0,1,2022-06-20,0,83891,50,22/12/2022,217,38,350,111,85,15,816,44732,en línea,,14
7842,1968,Grado o superior,Soltero,1,1,2021-03-31,0,36065,56,20/6/2022,18,7,34,10,2,3,74,44286,en línea,,6
9955,1954,Grado o superior,Unión de hecho,0,1,2021-02-12,0,39898,70,22/10/2022,69,8,26,12,7,12,134,44239,en línea,,7
6663,1940,Posgrado,Soltero,0,0,2021-07-08,0,51141,84,18/5/2022,144,0,7,0,0,6,157,44385,en línea,,7
2162,1976,Grado o superior,Casado,0,1,2021-09-18,0,56939,48,9/10/2022,256,34,103,90,29,49,561,44457,en línea,,13
3434,1951,Grado o superior,Soltero,0,0,2022-05-12,0,80872,73,28/12/2022,483,72,567,94,12,108,1336,44693,en línea,,14
7919,1976,Posgrado,Unión de hecho,0,0,2020-08-13,1,72335,48,31/8/2022,1285,105,653,28,21,0,2092,44056,en línea,,18
5626,1964,Posgrado,Soltero,0,0,2021-11-23,0,61798,60,11/11/2022,338,4,89,11,8,13,463,44523,en línea,,13
6428,1950,Posgrado,Viuda/Viudo,0,0,2022-05-03,0,76842,74,25/10/2022,605,10,345,84,54,32,1130,44684,en línea,,8
8514,1976,Grado o superior,Unión de hecho,1,0,2022-01-17,0,29478,48,30/7/2022,8,0,7,3,1,1,20,44578,en línea,,4
10448,1956,Grado o superior,Soltero,0,1,2020-10-22,0,46998,68,8/6/2022,172,41,86,45,6,27,377,44126,en línea,,10
2109,1990,Grado o superior,Soltero,0,0,2021-04-23,1,96843,34,28/8/2022,448,71,951,40,17,17,1544,44309,en línea,,16
7530,1950,Posgrado,Viuda/Viudo,1,1,2022-05-07,0,56551,74,27/10/2022,67,4,32,17,2,16,138,44688,en línea,,6
8925,1965,Posgrado,Casado,0,1,2021-07-03,0,70053,59,8/9/2022,512,53,98,81,179,89,1012,44380,en línea,,18
3009,1962,Posgrado,Viuda/Viudo,0,0,2021-07-09,1,71670,62,15/10/2022,1462,16,128,0,0,160,1766,44386,en línea,,11
6355,1978,Grado o superior,Casado,1,1,2022-06-17,0,44359,46,25/12/2022,20,0,14,7,3,1,45,44729,en línea,,6
3517,1952,Grado o superior,Soltero,1,1,2021-05-06,1,40887,72,5/7/2022,50,4,44,10,10,43,161,44322,en línea,,6
1158,1966,Grado o superior,Divorciado,0,1,2022-01-05,0,48877,58,9/12/2022,102,1,15,2,0,24,144,44566,en línea,,7
6203,1947,Grado o superior,Unión de hecho,0,0,2021-08-24,0,74485,77,4/11/2022,499,149,815,173,49,49,1734,44432,en línea,,18
7165,1972,Grado o superior,Unión de hecho,0,1,2021-10-22,0,64474,52,27/8/2022,381,35,172,56,86,93,823,44491,en línea,,18
3595,1963,Grado o superior,Unión de hecho,0,1,2022-02-28,0,77226,61,8/12/2022,631,43,239,128,76,21,1138,44620,en línea,,18
8537,1949,Grado o superior,Viuda/Viudo,0,0,2021-02-27,1,72643,75,14/10/2022,526,80,553,123,94,53,1429,44254,en línea,,10
4331,1978,Posgrado,Unión de hecho,0,0,2022-01-23,0,85738,46,16/12/2022,913,26,376,17,26,13,1371,44584,en línea,,14
6281,1966,Grado o superior,Divorciado,0,1,2021-02-14,0,55686,58,5/4/2022,673,0,199,37,47,26,982,44241,en línea,,11
4338,1983,Grado o superior,Soltero,1,0,2022-03-25,0,39062,41,11/8/2022,23,0,9,0,0,12,44,44645,en línea,,4
2452,1971,Grado o superior,Unión de hecho,1,1,2021-01-01,1,34600,53,9/10/2021,199,33,60,8,3,15,318,44197,en línea,,10
9507,1975,Grado o superior,Casado,0,1,2021-04-07,0,40794,49,14/4/2022,261,23,73,4,23,50,434,44293,en línea,,11
8360,1971,Secundaria,Casado,1,1,2021-11-07,0,54690,53,26/10/2022,111,16,37,7,9,18,198,44507,en línea,,8
10311,1969,Grado o superior,Casado,0,1,2021-10-05,0,4428,55,20/9/2022,16,4,12,2,4,321,359,44474,en línea,,25
5117,1963,Secundaria,Casado,0,0,2020-08-02,0,32632,61,2/2/2022,63,151,137,153,19,53,576,44045,en línea,,12
4867,1968,Posgrado,Soltero,1,1,2021-09-20,0,38236,56,7/6/2022,58,0,18,2,0,10,88,44459,en línea,,7
9289,1979,Grado o superior,Casado,1,0,2022-04-10,1,36781,45,25/9/2022,29,1,17,0,3,13,63,44661,en línea,,4
10913,1984,Posgrado,Soltero,1,0,2020-12-05,1,31385,40,25/1/2021,3,2,12,0,1,9,27,44170,en línea,,3
3032,1984,Grado o superior,Casado,1,0,2021-02-27,0,24570,40,13/8/2022,28,34,62,11,14,44,193,44254,en línea,,8
8524,1974,Posgrado,Divorciado,1,0,2020-09-18,1,25509,50,17/1/2022,40,3,30,10,7,11,101,44092,en línea,,6
3334,1951,Grado o superior,Casado,0,0,2022-02-12,0,94642,73,2/12/2022,879,143,797,106,143,143,2211,44604,en línea,,14
4470,1962,Posgrado,Casado,0,1,2021-06-10,0,58646,62,21/2/2022,62,1,44,6,5,22,140,44357,en línea,,6
1406,1975,Grado o superior,Soltero,1,1,2021-02-12,0,53201,49,7/9/2022,280,7,81,20,0,27,415,44239,en línea,,11
8619,1957,Grado o superior,Unión de hecho,0,1,2020-12-24,0,21994,67,20/6/2021,9,0,6,3,1,3,22,44189,tienda,,3
10821,1978,Grado o superior,Casado,1,1,2021-02-06,0,57113,46,6/8/2022,182,4,33,0,2,42,263,44233,en línea,,9
4552,1991,Grado o superior,Casado,0,0,2021-06-22,0,51373,33,10/1/2022,83,2,101,64,26,117,393,44369,en línea,,6
898,1986,Grado o superior,Casado,1,0,2021-10-21,0,23477,38,3/6/2022,38,15,54,3,8,29,147,44490,en línea,,7
9797,1956,Grado o superior,Casado,0,1,2022-04-13,0,58116,68,1/12/2022,228,19,130,4,11,51,443,44664,en línea,,11
10949,1963,Posgrado,Divorciado,0,0,2021-12-16,1,72968,61,10/12/2022,1092,37,592,145,37,55,1958,44546,en línea,,13
8212,1971,Posgrado,Casado,0,1,2021-03-28,0,39791,53,23/11/2022,85,15,27,13,13,21,174,44283,en línea,,7
6248,1947,Posgrado,Soltero,0,0,2021-10-17,1,91712,77,5/11/2022,1276,24,746,94,29,48,2217,44486,en línea,,20
10164,1958,Grado o superior,Soltero,0,1,2022-04-03,0,94472,66,19/9/2022,1017,33,417,108,100,16,1691,44654,en línea,,10
4547,1960,Grado o superior,Unión de hecho,1,1,2021-04-17,0,13672,64,29/4/2021,6,2,9,2,1,5,25,44303,en línea,,4
6815,1980,Secundaria,Casado,0,0,2022-05-23,1,96547,44,17/12/2022,448,21,125,52,101,62,809,44704,en línea,,15
4122,1975,Grado o superior,Casado,0,0,2020-08-29,1,79205,49,1/3/2022,504,23,117,179,28,44,895,44072,en línea,,10
10841,1975,Posgrado,Unión de hecho,0,1,2020-12-25,0,56559,49,12/7/2021,226,22,133,41,31,31,484,44190,en línea,,12
5370,1973,Posgrado,Casado,1,0,2021-01-16,0,32644,51,12/9/2022,239,3,141,0,7,23,413,44212,en línea,,13
176,1980,Secundaria,Soltero,0,1,2022-01-02,0,67506,44,17/12/2022,90,38,67,33,36,67,331,44563,en línea,,10
4860,1970,Grado o superior,Soltero,1,0,2021-03-08,0,24206,54,11/11/2021,7,2,8,3,2,3,25,44263,en línea,,4
10757,1967,Posgrado,Divorciado,1,0,2021-12-24,0,28420,57,23/3/2022,4,2,5,2,0,0,13,44554,en línea,,3
4023,1970,Grado o superior,Casado,1,0,2020-09-06,1,22979,54,29/5/2022,16,17,19,20,21,22,115,44080,en línea,,5
6679,1966,Grado o superior,Soltero,0,0,2022-06-12,0,33279,58,10/8/2022,10,3,3,0,0,0,16,44724,tienda,,3
9923,1972,Posgrado,Soltero,1,1,2021-09-18,0,46423,52,9/12/2022,68,0,16,0,0,8,92,44457,en línea,,6
7181,1977,Grado o superior,Casado,0,1,2021-11-07,0,30368,47,2/5/2022,35,0,13,2,0,2,52,44507,en línea,,5
3599,1970,Grado o superior,Casado,0,1,2020-11-26,0,63684,54,28/3/2022,575,80,428,208,93,80,1464,44161,en línea,,16
405,1964,Grado o superior,Divorciado,0,1,2021-02-13,0,41638,60,15/4/2022,315,0,31,4,0,91,441,44240,en línea,,8
6870,1959,Posgrado,Divorciado,0,1,2021-09-17,0,68805,65,11/10/2022,182,2,49,17,13,20,283,44456,en línea,,10
832,1966,Posgrado,Unión de hecho,0,1,2022-03-02,0,65814,58,14/12/2022,561,14,113,10,14,35,747,44622,en línea,,18
